"Statistic Label","Year","Age","Sex","Criteria for Projection","UNIT","VALUE"
"Population Projections based on Census 2022","2023","14 years","Both sexes","Method - M3","Number","75836"
"Population Projections based on Census 2022","2023","15 years","Both sexes","Method - M1","Number","74703"
"Population Projections based on Census 2022","2023","15 years","Both sexes","Method - M2","Number","74703"
"Population Projections based on Census 2022","2023","15 years","Both sexes","Method - M3","Number","74703"
"Population Projections based on Census 2022","2023","16 years","Both sexes","Method - M1","Number","71559"
"Population Projections based on Census 2022","2023","16 years","Both sexes","Method - M2","Number","71559"
"Population Projections based on Census 2022","2023","16 years","Both sexes","Method - M3","Number","71559"
"Population Projections based on Census 2022","2023","17 years","Both sexes","Method - M1","Number","69173"
"Population Projections based on Census 2022","2023","17 years","Both sexes","Method - M2","Number","69173"
"Population Projections based on Census 2022","2023","17 years","Both sexes","Method - M3","Number","69173"
"Population Projections based on Census 2022","2023","18 years","Both sexes","Method - M1","Number","69004"
"Population Projections based on Census 2022","2023","18 years","Both sexes","Method - M2","Number","69004"
"Population Projections based on Census 2022","2023","18 years","Both sexes","Method - M3","Number","69004"
"Population Projections based on Census 2022","2023","19 years","Both sexes","Method - M1","Number","67798"
"Population Projections based on Census 2022","2023","19 years","Both sexes","Method - M2","Number","67798"
"Population Projections based on Census 2022","2023","19 years","Both sexes","Method - M3","Number","67798"
"Population Projections based on Census 2022","2023","20 years","Both sexes","Method - M1","Number","66143"
"Population Projections based on Census 2022","2023","20 years","Both sexes","Method - M2","Number","66143"
"Population Projections based on Census 2022","2023","20 years","Both sexes","Method - M3","Number","66143"
"Population Projections based on Census 2022","2023","21 years","Both sexes","Method - M1","Number","65290"
"Population Projections based on Census 2022","2023","21 years","Both sexes","Method - M2","Number","65290"
"Population Projections based on Census 2022","2023","21 years","Both sexes","Method - M3","Number","65290"
"Population Projections based on Census 2022","2023","22 years","Both sexes","Method - M1","Number","62991"
"Population Projections based on Census 2022","2023","22 years","Both sexes","Method - M2","Number","62991"
"Population Projections based on Census 2022","2023","22 years","Both sexes","Method - M3","Number","62991"
"Population Projections based on Census 2022","2023","23 years","Both sexes","Method - M1","Number","64123"
"Population Projections based on Census 2022","2023","23 years","Both sexes","Method - M2","Number","64123"
"Population Projections based on Census 2022","2023","23 years","Both sexes","Method - M3","Number","64123"
"Population Projections based on Census 2022","2023","24 years","Both sexes","Method - M1","Number","62887"
"Population Projections based on Census 2022","2023","24 years","Both sexes","Method - M2","Number","62887"
"Population Projections based on Census 2022","2023","24 years","Both sexes","Method - M3","Number","62887"
"Population Projections based on Census 2022","2023","25 years","Both sexes","Method - M1","Number","62862"
"Population Projections based on Census 2022","2023","25 years","Both sexes","Method - M2","Number","62862"
"Population Projections based on Census 2022","2023","25 years","Both sexes","Method - M3","Number","62862"
"Population Projections based on Census 2022","2023","26 years","Both sexes","Method - M1","Number","62490"
"Population Projections based on Census 2022","2023","26 years","Both sexes","Method - M2","Number","62490"
"Population Projections based on Census 2022","2023","26 years","Both sexes","Method - M3","Number","62490"
"Population Projections based on Census 2022","2023","27 years","Both sexes","Method - M1","Number","61081"
"Population Projections based on Census 2022","2023","27 years","Both sexes","Method - M2","Number","61081"
"Population Projections based on Census 2022","2023","27 years","Both sexes","Method - M3","Number","61081"
"Population Projections based on Census 2022","2023","28 years","Both sexes","Method - M1","Number","61480"
"Population Projections based on Census 2022","2023","28 years","Both sexes","Method - M2","Number","61480"
"Population Projections based on Census 2022","2023","28 years","Both sexes","Method - M3","Number","61480"
"Population Projections based on Census 2022","2023","29 years","Both sexes","Method - M1","Number","61252"
"Population Projections based on Census 2022","2023","29 years","Both sexes","Method - M2","Number","61252"
"Population Projections based on Census 2022","2023","29 years","Both sexes","Method - M3","Number","61252"
"Population Projections based on Census 2022","2023","30 years","Both sexes","Method - M1","Number","63339"
"Population Projections based on Census 2022","2023","30 years","Both sexes","Method - M2","Number","63339"
"Population Projections based on Census 2022","2023","30 years","Both sexes","Method - M3","Number","63339"
"Population Projections based on Census 2022","2023","31 years","Both sexes","Method - M1","Number","66534"
"Population Projections based on Census 2022","2023","31 years","Both sexes","Method - M2","Number","66534"
"Population Projections based on Census 2022","2023","31 years","Both sexes","Method - M3","Number","66534"
"Population Projections based on Census 2022","2023","32 years","Both sexes","Method - M1","Number","68224"
"Population Projections based on Census 2022","2023","32 years","Both sexes","Method - M2","Number","68224"
"Population Projections based on Census 2022","2023","32 years","Both sexes","Method - M3","Number","68224"
"Population Projections based on Census 2022","2023","33 years","Both sexes","Method - M1","Number","69061"
"Population Projections based on Census 2022","2023","33 years","Both sexes","Method - M2","Number","69061"
"Population Projections based on Census 2022","2023","33 years","Both sexes","Method - M3","Number","69061"
"Population Projections based on Census 2022","2023","34 years","Both sexes","Method - M1","Number","68683"
"Population Projections based on Census 2022","2023","34 years","Both sexes","Method - M2","Number","68683"
"Population Projections based on Census 2022","2023","34 years","Both sexes","Method - M3","Number","68683"
"Population Projections based on Census 2022","2023","35 years","Both sexes","Method - M1","Number","71635"
"Population Projections based on Census 2022","2023","35 years","Both sexes","Method - M2","Number","71635"
"Population Projections based on Census 2022","2023","35 years","Both sexes","Method - M3","Number","71635"
"Population Projections based on Census 2022","2023","36 years","Both sexes","Method - M1","Number","75429"
"Population Projections based on Census 2022","2023","36 years","Both sexes","Method - M2","Number","75429"
